,Tijd,Type,Klasse,Waarde,ID,Omschrijving,Status,Prioriteit,Comment,Tijd_Came,Tijd_Went,Tijd_ack,UUID,DPE,seconden
655075,2016-05-12 16:31:06.234,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463070666
655089,2016-05-12 16:31:04.050,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463070664
655105,2016-05-12 16:31:03.914,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463070663
655487,2016-05-12 14:52:13.143,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463064733
655608,2016-05-12 14:51:01.617,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463064661
655631,2016-05-12 14:50:59.641,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463064659
655639,2016-05-12 14:50:59.496,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463064659
655743,2016-05-12 14:49:49.937,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463064589
655862,2016-05-12 14:48:30.499,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463064510
655870,2016-05-12 14:48:28.538,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463064508
655891,2016-05-12 14:48:28.373,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463064508
656113,2016-05-12 14:25:34.632,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463063134
656229,2016-05-12 14:24:23.206,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463063063
656252,2016-05-12 14:24:21.132,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463063061
656260,2016-05-12 14:24:21.028,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463063061
656367,2016-05-12 14:22:41.937,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463062961
656479,2016-05-12 14:21:22.390,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463062882
656499,2016-05-12 14:21:20.442,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463062880
656508,2016-05-12 14:21:20.340,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463062880
656826,2016-05-12 14:10:59.336,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463062259
656942,2016-05-12 14:09:48.014,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463062188
656965,2016-05-12 14:09:45.835,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463062185
656973,2016-05-12 14:09:45.763,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463062185
657092,2016-05-12 14:07:18.837,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463062038
657197,2016-05-12 14:06:00.086,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463061960
657220,2016-05-12 14:05:57.839,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463061957
657227,2016-05-12 14:05:57.682,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463061957
657655,2016-05-12 12:59:22.253,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463057962
657772,2016-05-12 12:58:10.789,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463057890
657795,2016-05-12 12:58:08.741,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463057888
657803,2016-05-12 12:58:08.649,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,12,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463057888
657921,2016-05-12 12:57:10.334,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463057830
658026,2016-05-12 12:55:51.358,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463057751
658046,2016-05-12 12:55:49.337,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463057749
658056,2016-05-12 12:55:49.216,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,12,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463057749
658475,2016-05-12 11:55:11.034,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463054111
658591,2016-05-12 11:53:59.906,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463054039
658614,2016-05-12 11:53:57.738,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463054037
658622,2016-05-12 11:53:57.640,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,75,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463054037
658739,2016-05-12 11:51:57.339,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463053917
658845,2016-05-12 11:50:38.056,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463053838
658867,2016-05-12 11:50:35.840,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463053835
658874,2016-05-12 11:50:35.709,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,75,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463053835
659192,2016-05-12 11:14:17.233,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463051657
659308,2016-05-12 11:13:05.968,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463051585
659331,2016-05-12 11:13:03.739,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463051583
659339,2016-05-12 11:13:03.660,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,75,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463051583
659437,2016-05-12 11:11:55.741,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463051515
659558,2016-05-12 11:10:36.619,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463051436
659566,2016-05-12 11:10:34.638,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463051434
659587,2016-05-12 11:10:34.467,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,75,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463051434
660003,2016-05-12 10:42:29.943,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463049749
660119,2016-05-12 10:41:18.846,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463049678
660129,2016-05-12 10:41:16.644,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463049676
660150,2016-05-12 10:41:16.446,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,75,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463049676
660266,2016-05-12 10:40:25.336,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463049625
660374,2016-05-12 10:39:06.459,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463049546
660382,2016-05-12 10:39:04.436,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463049544
660404,2016-05-12 10:39:04.266,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,75,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463049544
661104,2016-05-12 09:31:17.655,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463045477
661223,2016-05-12 09:30:01.029,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463045401
661232,2016-05-12 09:29:59.050,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463045399
661254,2016-05-12 09:29:58.901,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,75,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463045398
661361,2016-05-12 09:28:19.646,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463045299
661481,2016-05-12 09:27:00.460,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463045220
661504,2016-05-12 09:26:58.451,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463045218
661511,2016-05-12 09:26:58.266,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,75,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463045218
662155,2016-05-13 21:11:04.957,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463173864
662301,2016-05-13 21:09:49.597,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463173789
662308,2016-05-13 21:09:47.648,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463173787
662329,2016-05-13 21:09:47.457,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463173787
662393,2016-05-13 21:06:33.146,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463173593
662506,2016-05-13 21:05:13.230,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463173513
662528,2016-05-13 21:05:11.148,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463173511
662535,2016-05-13 21:05:11.032,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463173511
662941,2016-05-13 18:18:14.936,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463163494
663064,2016-05-13 18:17:01.633,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463163421
663069,2016-05-13 18:17:01.633,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463163421
663089,2016-05-13 18:17:01.448,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463163421
663151,2016-05-13 18:16:25.035,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463163385
663266,2016-05-13 18:15:05.562,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463163305
663285,2016-05-13 18:15:03.541,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463163303
663294,2016-05-13 18:15:03.438,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463163303
663660,2016-05-13 17:49:41.437,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463161781
663774,2016-05-13 17:48:30.830,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463161710
663793,2016-05-13 17:48:28.735,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463161708
663802,2016-05-13 17:48:28.589,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463161708
663872,2016-05-13 17:45:59.231,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463161559
663979,2016-05-13 17:44:40.006,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463161480
663987,2016-05-13 17:44:37.839,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463161477
664008,2016-05-13 17:44:37.706,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463161477
664550,2016-05-13 16:32:33.849,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463157153
664667,2016-05-13 16:31:22.665,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463157082
664690,2016-05-13 16:31:20.554,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463157080
664698,2016-05-13 16:31:20.389,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463157080
664816,2016-05-13 16:29:33.330,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463156973
664921,2016-05-13 16:28:14.146,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463156894
664929,2016-05-13 16:28:12.040,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463156892
664951,2016-05-13 16:28:11.899,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463156891
665278,2016-05-13 14:52:33.030,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463151153
665394,2016-05-13 14:51:21.944,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463151081
665417,2016-05-13 14:51:19.742,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463151079
665425,2016-05-13 14:51:19.577,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463151079
665543,2016-05-13 14:50:18.137,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463151018
665648,2016-05-13 14:48:58.993,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463150938
665671,2016-05-13 14:48:56.729,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463150936
665678,2016-05-13 14:48:56.597,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463150936
666013,2016-05-13 13:45:01.642,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463147101
666129,2016-05-13 13:43:50.379,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463147030
666152,2016-05-13 13:43:48.239,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463147028
666160,2016-05-13 13:43:48.111,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,48,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463147028
666278,2016-05-13 13:42:01.636,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463146921
666383,2016-05-13 13:40:42.633,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463146842
666391,2016-05-13 13:40:40.538,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463146840
666413,2016-05-13 13:40:40.327,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,48,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463146840
666874,2016-05-13 10:58:26.351,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463137106
666995,2016-05-13 10:57:15.073,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463137035
667018,2016-05-13 10:57:12.948,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463137032
667026,2016-05-13 10:57:12.879,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,92,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463137032
667135,2016-05-13 10:55:52.050,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463136952
667245,2016-05-13 10:54:33.307,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463136873
667267,2016-05-13 10:54:31.147,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463136871
667274,2016-05-13 10:54:31.035,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,92,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463136871
667601,2016-05-13 10:38:45.549,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463135925
667722,2016-05-13 10:37:34.333,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463135854
667732,2016-05-13 10:37:32.146,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463135852
667753,2016-05-13 10:37:31.919,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,92,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463135851
667865,2016-05-13 10:36:55.556,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463135815
667976,2016-05-13 10:35:36.138,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463135736
667986,2016-05-13 10:35:34.646,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463135734
668005,2016-05-13 10:35:34.418,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,92,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463135734
668324,2016-05-13 10:06:47.050,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463134007
668446,2016-05-13 10:05:35.452,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463133935
668469,2016-05-13 10:05:33.448,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463133933
668477,2016-05-13 10:05:33.262,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,48,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463133933
668576,2016-05-13 10:04:39.351,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463133879
668696,2016-05-13 10:03:20.610,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463133800
668718,2016-05-13 10:03:18.449,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463133798
668725,2016-05-13 10:03:18.364,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,48,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463133798
669280,2016-05-13 09:20:15.545,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463131215
669430,2016-05-13 09:18:56.700,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463131136
669449,2016-05-13 09:18:54.635,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463131134
669458,2016-05-13 09:18:54.519,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,92,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463131134
669756,2016-05-13 09:14:25.139,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463130865
669891,2016-05-13 09:13:03.936,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463130783
669896,2016-05-13 09:13:03.936,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463130783
669915,2016-05-13 09:13:03.735,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,92,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463130783
670829,2016-05-14 12:54:08.929,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463230448
670945,2016-05-14 12:52:57.308,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463230377
670955,2016-05-14 12:52:55.236,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463230375
670976,2016-05-14 12:52:55.045,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,85,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463230375
671080,2016-05-14 12:51:20.142,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463230280
671201,2016-05-14 12:50:00.634,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463230200
671211,2016-05-14 12:49:58.429,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463230198
671230,2016-05-14 12:49:58.287,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,85,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463230198
671558,2016-05-14 12:35:26.654,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463229326
671682,2016-05-14 12:34:11.927,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463229251
671694,2016-05-14 12:34:09.954,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463229249
671713,2016-05-14 12:34:09.735,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,85,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463229249
671826,2016-05-14 12:32:38.747,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463229158
671936,2016-05-14 12:31:18.954,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463229078
671948,2016-05-14 12:31:16.947,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463229076
671966,2016-05-14 12:31:16.821,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,85,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463229076
672381,2016-05-14 09:26:58.846,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463218018
672526,2016-05-14 09:25:42.166,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463217942
672545,2016-05-14 09:25:40.144,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463217940
672554,2016-05-14 09:25:40.023,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,85,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1463217940
672648,2016-05-14 09:24:43.741,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463217883
672783,2016-05-14 09:23:23.743,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463217803
672802,2016-05-14 09:23:21.538,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463217801
672812,2016-05-14 09:23:21.384,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,85,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1463217801
673359,2016-05-14 06:31:35.746,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1463207495
