,duur,beweging,time
816,89,False,2016-03-16 06:38:31.776
817,74,True,2016-03-17 16:09:12.192
818,83,False,2016-03-17 16:06:22.890
819,76,True,2016-03-17 13:11:41.984
820,82,False,2016-03-17 13:09:27.583
821,76,True,2016-03-17 12:59:12.280
822,84,False,2016-03-17 12:56:41.777
823,76,True,2016-03-18 16:31:03.777
824,83,False,2016-03-18 16:27:19.997
825,76,True,2016-03-18 16:10:17.787
826,84,False,2016-03-18 16:05:56.388
827,76,True,2016-03-18 12:28:37.186
828,82,False,2016-03-18 12:26:00.092
829,77,True,2016-03-18 12:21:30.586
830,83,False,2016-03-18 12:19:06.584
831,78,True,2016-03-18 12:16:13.376
832,86,False,2016-03-18 12:08:50.976
833,83,True,2016-03-18 10:42:42.189
834,88,False,2016-03-18 10:40:13.277
835,85,True,2016-03-19 20:24:48.783
836,85,False,2016-03-19 20:23:21.482
837,77,True,2016-03-19 09:36:12.196
838,84,False,2016-03-19 09:33:20.991
839,82,True,2016-03-19 08:43:06.084
840,85,False,2016-03-19 08:39:43.388
841,81,True,2016-03-21 18:01:56.979
842,83,False,2016-03-21 17:57:48.282
843,79,True,2016-03-21 13:26:20.590
844,83,False,2016-03-21 13:23:38.587
845,75,True,2016-03-21 11:20:55.781
846,83,False,2016-03-21 11:17:49.879
847,79,True,2016-03-21 09:56:54.580
848,85,False,2016-03-21 09:52:25.782
849,80,True,2016-03-22 20:08:51.386
850,84,False,2016-03-22 20:04:58.681
851,74,True,2016-03-22 15:07:02.297
852,82,False,2016-03-22 15:04:33.694
853,74,True,2016-03-22 14:19:12.684
854,82,False,2016-03-22 14:16:20.886
855,74,True,2016-03-22 14:03:09.183
856,83,False,2016-03-22 14:00:47.984
857,79,True,2016-03-22 13:57:39.085
858,83,False,2016-03-22 13:54:14.585
859,75,True,2016-03-22 11:18:49.084
860,83,False,2016-03-22 11:10:34.983
861,79,True,2016-03-22 09:44:44.482
862,84,False,2016-03-22 09:43:12.384
863,79,True,2016-03-23 19:15:25.190
864,83,False,2016-03-23 19:12:51.601
865,74,True,2016-03-23 14:38:37.280
866,82,False,2016-03-23 14:35:21.383
867,74,True,2016-03-23 13:58:47.180
868,82,False,2016-03-23 13:56:35.183
869,74,True,2016-03-23 13:02:43.178
870,82,False,2016-03-23 12:58:08.085
871,75,True,2016-03-23 12:11:46.996
872,82,False,2016-03-23 12:08:40.100
873,75,True,2016-03-23 11:11:15.201
874,83,False,2016-03-23 11:07:03.077
875,76,True,2016-03-23 09:43:47.990
876,82,False,2016-03-23 09:40:23.198
877,80,True,2016-03-23 09:23:56.397
878,85,False,2016-03-23 09:21:15.891
879,78,True,2016-03-24 17:02:42.298
880,82,False,2016-03-24 16:58:57.397
881,78,True,2016-03-24 15:47:32.182
882,83,False,2016-03-24 15:44:15.380
883,75,True,2016-03-24 12:46:10.178
884,82,False,2016-03-24 12:38:15.094
885,74,True,2016-03-24 11:35:55.298
886,83,False,2016-03-24 11:30:54.886
887,75,True,2016-03-24 10:14:56.776
888,82,False,2016-03-24 10:11:26.188
889,75,True,2016-03-24 09:45:17.676
890,82,False,2016-03-24 09:41:31.680
891,86,True,2016-03-24 09:35:18.779
892,85,False,2016-03-24 09:32:08.683
893,82,True,2016-03-25 20:44:57.393
894,84,False,2016-03-25 20:40:36.995
895,79,True,2016-03-25 17:10:19.284
896,84,False,2016-03-25 17:07:58.676
897,73,True,2016-03-25 14:39:52.478
898,83,False,2016-03-25 14:36:58.584
899,74,True,2016-03-25 13:51:10.294
900,84,False,2016-03-25 13:48:06.687
901,75,True,2016-03-25 12:40:44.785
902,81,False,2016-03-25 12:38:18.194
903,75,True,2016-03-25 12:29:14.895
904,83,False,2016-03-25 12:26:33.395
905,75,True,2016-03-25 11:27:26.793
906,82,False,2016-03-25 11:25:03.088
907,74,True,2016-03-25 10:53:23.085
908,82,False,2016-03-25 10:50:37.781
909,78,True,2016-03-25 10:44:05.383
910,83,False,2016-03-25 10:41:59.478
911,82,True,2016-03-25 09:42:45.875
912,84,False,2016-03-25 09:39:00.287
913,85,True,2016-03-25 05:03:47.387
914,84,False,2016-03-25 04:59:58.586
915,75,True,2016-03-26 10:55:53.783
916,82,False,2016-03-26 10:54:07.982
917,75,True,2016-03-26 10:39:26.479
918,82,False,2016-03-26 10:36:53.682
919,81,True,2016-03-28 10:23:53.484
920,82,False,2016-03-28 10:19:25.876
921,78,True,2016-03-29 18:53:13.993
922,82,False,2016-03-29 18:49:30.491
923,75,True,2016-03-29 13:32:18.995
924,82,False,2016-03-29 13:24:03.881
925,78,True,2016-03-29 12:58:58.795
926,83,False,2016-03-29 12:55:48.779
927,79,True,2016-03-29 09:51:09.097
928,86,False,2016-03-29 09:48:28.980
929,73,True,2016-03-30 17:49:45.497
930,81,False,2016-03-30 17:47:25.290
931,73,True,2016-03-30 17:38:26.300
932,82,False,2016-03-30 17:34:49.885
933,77,True,2016-03-30 16:57:43.679
934,82,False,2016-03-30 16:54:16.898
935,74,True,2016-03-30 14:52:10.580
936,81,False,2016-03-30 14:49:39.186
937,74,True,2016-03-30 14:11:33.582
938,82,False,2016-03-30 14:09:05.783
939,74,True,2016-03-30 13:15:59.888
940,81,False,2016-03-30 13:11:37.475
941,75,True,2016-03-30 13:05:09.886
942,81,False,2016-03-30 13:03:35.179
943,78,True,2016-03-30 12:58:00.878
944,83,False,2016-03-30 12:54:40.981
945,80,True,2016-03-30 11:36:54.481
946,83,False,2016-03-30 11:32:12.874
947,83,True,2016-03-30 08:32:50.093
948,84,False,2016-03-30 08:30:28.899
949,81,True,2016-03-31 21:19:05.584
950,83,False,2016-03-31 21:12:41.185
951,77,True,2016-03-31 15:49:07.893
952,82,False,2016-03-31 15:46:19.194
953,74,True,2016-03-31 13:07:32.280
954,82,False,2016-03-31 13:04:14.484
955,74,True,2016-03-31 11:44:41.188
956,82,False,2016-03-31 11:42:17.695
957,75,True,2016-03-31 11:19:16.997
958,82,False,2016-03-31 11:15:17.697
959,74,True,2016-03-31 11:01:42.682
960,82,False,2016-03-31 10:59:41.587
961,76,True,2016-03-31 10:15:07.700
962,84,False,2016-03-31 10:11:55.591
963,74,True,2016-04-01 20:30:41.599
964,81,False,2016-04-01 20:27:33.678
965,77,True,2016-04-01 19:50:25.378
966,82,False,2016-04-01 19:47:44.574
967,74,True,2016-04-01 17:30:46.391
968,81,False,2016-04-01 17:28:12.595
969,77,True,2016-04-01 17:00:05.098
970,82,False,2016-04-01 16:57:39.687
971,74,True,2016-04-01 13:22:57.779
972,81,False,2016-04-01 13:16:41.385
973,74,True,2016-04-01 12:40:16.085
974,81,False,2016-04-01 12:36:29.176
975,74,True,2016-04-01 11:05:33.100
976,82,False,2016-04-01 11:01:06.188
977,75,True,2016-04-01 09:58:14.687
978,83,False,2016-04-01 09:51:04.294
979,79,True,2016-04-01 08:26:53.079
980,87,False,2016-04-01 08:24:14.688
981,74,True,2016-04-01 20:30:41.599
982,81,False,2016-04-01 20:27:33.678
983,77,True,2016-04-01 19:50:25.378
984,82,False,2016-04-01 19:47:44.574
985,74,True,2016-04-01 17:30:46.391
986,81,False,2016-04-01 17:28:12.595
987,77,True,2016-04-01 17:00:05.098
988,82,False,2016-04-01 16:57:39.687
989,74,True,2016-04-01 13:22:57.779
990,81,False,2016-04-01 13:16:41.385
991,74,True,2016-04-01 12:40:16.085
992,81,False,2016-04-01 12:36:29.176
993,74,True,2016-04-01 11:05:33.100
994,82,False,2016-04-01 11:01:06.188
995,75,True,2016-04-01 09:58:14.687
996,83,False,2016-04-01 09:51:04.294
997,79,True,2016-04-01 08:26:53.079
998,87,False,2016-04-01 08:24:14.688
999,75,True,2016-04-02 06:53:24.287
1000,83,False,2016-04-02 06:49:01.482
1001,73,True,2016-04-04 16:49:24.294
1002,81,False,2016-04-04 16:43:08.996
1003,74,True,2016-04-04 15:15:49.690
1004,81,False,2016-04-04 15:12:34.692
1005,74,True,2016-04-04 15:01:53.777
1006,82,False,2016-04-04 14:58:57.881
1007,74,True,2016-04-04 13:38:21.397
1008,81,False,2016-04-04 13:36:50.991
1009,80,True,2016-04-04 13:20:04.891
1010,82,False,2016-04-04 13:13:55.691
1011,74,True,2016-04-05 20:56:26.891
1012,82,False,2016-04-05 20:52:21.997
1013,78,True,2016-04-05 20:26:03.895
1014,83,False,2016-04-05 20:22:18.393
1015,73,True,2016-04-05 13:43:24.198
1016,81,False,2016-04-05 13:38:03.381
1017,76,True,2016-04-05 13:19:03.094
1018,82,False,2016-04-05 13:16:37.290
1019,74,True,2016-04-05 11:00:04.882
1020,82,False,2016-04-05 10:56:56.281
1021,74,True,2016-04-05 09:48:26.890
1022,83,False,2016-04-05 09:45:49.688
1023,78,True,2016-04-06 15:37:14.497
1024,83,False,2016-04-06 15:34:41.888
1025,74,True,2016-04-06 13:24:01.296
1026,81,False,2016-04-06 13:20:01.299
1027,78,True,2016-04-06 12:49:32.789
1028,82,False,2016-04-06 12:47:11.795
1029,80,True,2016-04-06 11:00:01.682
1030,82,False,2016-04-06 10:55:50.292
1031,82,True,2016-04-06 08:08:10.783
1032,84,False,2016-04-06 08:05:28.981
1033,74,True,2016-04-07 20:28:35.082
1034,82,False,2016-04-07 20:25:29.475
1035,74,True,2016-04-07 19:44:39.092
1036,81,False,2016-04-07 19:42:00.300
1037,80,True,2016-04-07 19:35:27.875
1038,83,False,2016-04-07 19:31:13.578
1039,80,True,2016-04-07 18:08:02.477
1040,83,False,2016-04-07 18:05:06.384
1041,75,True,2016-04-07 12:53:17.790
1042,83,False,2016-04-07 12:50:09.986
1043,78,True,2016-04-07 11:43:27.280
1044,83,False,2016-04-07 11:40:37.782
1045,75,True,2016-04-07 08:11:52.586
1046,83,False,2016-04-07 08:04:29.779
1047,76,True,2016-04-07 07:29:21.282
1048,84,False,2016-04-07 07:26:11.583
1049,77,True,2016-04-07 06:24:45.279
1050,85,False,2016-04-07 06:21:10.775
1051,74,True,2016-04-08 19:07:08.492
1052,81,False,2016-04-08 19:03:57.886
1053,75,True,2016-04-08 18:42:50.991
1054,81,False,2016-04-08 18:39:15.686
1055,79,True,2016-04-08 18:11:48.895
1056,82,False,2016-04-08 18:09:42.091
1057,75,True,2016-04-08 12:12:51.493
1058,82,False,2016-04-08 12:09:00.492
1059,74,True,2016-04-08 10:38:59.200
1060,82,False,2016-04-08 10:37:18.794
1061,80,True,2016-04-08 10:17:38.290
1062,84,False,2016-04-08 10:11:41.690
1063,85,True,2016-04-08 08:38:27.881
1064,86,False,2016-04-08 08:33:48.677
1065,75,True,2016-04-09 12:09:40.489
1066,82,False,2016-04-09 12:04:04.875
1067,82,True,2016-04-09 11:00:56.383
1068,83,False,2016-04-09 10:57:22.877
1069,79,True,2016-04-10 16:29:39.902
1070,82,False,2016-04-10 16:25:49.792
1071,84,True,2016-04-10 11:26:33.589
1072,83,False,2016-04-10 11:21:28.398
1073,74,True,2016-04-11 17:48:53.282
1074,80,False,2016-04-11 17:45:04.180
1075,74,True,2016-04-11 15:50:06.388
1076,80,False,2016-04-11 15:47:38.076
1077,74,True,2016-04-11 15:39:21.383
1078,80,False,2016-04-11 15:36:09.197
1079,74,True,2016-04-11 15:17:47.785
1080,81,False,2016-04-11 15:15:56.675
1081,74,True,2016-04-11 12:55:09.690
1082,81,False,2016-04-11 12:48:18.278
1083,75,True,2016-04-11 10:59:09.883
1084,81,False,2016-04-11 10:52:46.283
1085,77,True,2016-04-11 09:41:43.877
1086,82,False,2016-04-11 09:39:03.979
1087,82,True,2016-04-11 06:51:42.687
1088,83,False,2016-04-11 06:46:21.194
1089,74,True,2016-04-12 17:34:30.797
1090,81,False,2016-04-12 17:31:32.176
1091,74,True,2016-04-12 16:54:09.799
1092,81,False,2016-04-12 16:51:34.091
1093,73,True,2016-04-12 14:30:53.101
1094,80,False,2016-04-12 14:28:17.082
1095,73,True,2016-04-12 14:05:20.101
1096,81,False,2016-04-12 14:02:28.791
1097,74,True,2016-04-12 12:29:07.800
1098,81,False,2016-04-12 12:27:17.493
1099,74,True,2016-04-12 10:57:41.486
1100,81,False,2016-04-12 10:55:13.698
1101,75,True,2016-04-12 10:37:22.001
1102,81,False,2016-04-12 10:33:18.098
1103,81,True,2016-04-12 08:35:31.286
1104,83,False,2016-04-12 08:32:51.482
1105,75,True,2016-04-13 15:26:26.985
1106,81,False,2016-04-13 15:21:02.687
1107,74,True,2016-04-13 13:11:19.581
1108,82,False,2016-04-13 13:07:33.984
1109,74,True,2016-04-13 12:57:21.503
1110,82,False,2016-04-13 12:54:30.995
1111,75,True,2016-04-13 11:21:59.493
1112,81,False,2016-04-13 11:19:21.094
1113,74,True,2016-04-13 10:55:18.097
1114,82,False,2016-04-13 10:53:04.591
1115,80,True,2016-04-13 10:28:57.392
1116,84,False,2016-04-13 10:26:02.492
1117,87,True,2016-04-13 06:44:19.980
1118,86,False,2016-04-13 06:39:05.782
1119,78,True,2016-04-14 21:44:24.283
1120,82,False,2016-04-14 21:41:00.678
1121,74,True,2016-04-14 14:20:58.578
1122,81,False,2016-04-14 14:18:10.993
1123,74,True,2016-04-14 13:59:40.981
1124,81,False,2016-04-14 13:56:11.484
1125,74,True,2016-04-14 13:06:26.078
1126,81,False,2016-04-14 13:04:24.378
1127,75,True,2016-04-14 10:34:32.797
1128,81,False,2016-04-14 10:33:00.577
1129,75,True,2016-04-14 09:38:17.996
1130,81,False,2016-04-14 09:34:35.195
1131,82,True,2016-04-14 09:15:10.585
1132,84,False,2016-04-14 09:07:11.593
1133,74,True,2016-04-15 15:12:05.883
1134,81,False,2016-04-15 15:06:11.475
1135,74,True,2016-04-15 14:40:59.078
1136,82,False,2016-04-15 14:35:35.684
1137,74,True,2016-04-15 12:24:44.193
1138,80,False,2016-04-15 12:22:20.000
1139,74,True,2016-04-15 11:47:13.399
1140,81,False,2016-04-15 11:44:35.394
1141,75,True,2016-04-15 11:19:00.399
1142,82,False,2016-04-15 11:17:33.389
1143,75,True,2016-04-15 09:11:06.885
1144,81,False,2016-04-15 09:09:23.381
1145,79,True,2016-04-15 08:56:09.284
1146,83,False,2016-04-15 08:53:10.783
1147,83,True,2016-04-15 06:40:01.579
1148,83,False,2016-04-15 06:37:24.482
1149,73,True,2016-04-16 12:55:03.186
1150,81,False,2016-04-16 12:52:42.387
1151,78,True,2016-04-16 12:28:32.083
1152,82,False,2016-04-16 12:26:12.787
1153,85,True,2016-04-16 08:09:19.790
1154,82,False,2016-04-16 08:07:23.186
1155,79,True,2016-04-17 13:42:04.878
1156,82,False,2016-04-17 13:40:17.178
1157,79,True,2016-04-18 19:05:30.685
1158,82,False,2016-04-18 19:02:30.286
1159,74,True,2016-04-18 16:15:52.388
1160,82,False,2016-04-18 16:12:52.989
1161,74,True,2016-04-18 13:10:57.494
1162,81,False,2016-04-18 13:05:48.590
1163,75,True,2016-04-18 12:31:14.682
1164,82,False,2016-04-18 12:27:45.489
1165,74,True,2016-04-18 10:18:53.086
1166,82,False,2016-04-18 10:16:26.683
1167,80,True,2016-04-18 09:57:58.377
1168,83,False,2016-04-18 09:53:08.280
1169,87,True,2016-04-18 06:55:11.897
1170,87,False,2016-04-18 06:48:55.285
1171,74,True,2016-04-19 20:43:53.883
1172,81,False,2016-04-19 20:40:48.692
1173,78,True,2016-04-19 20:28:29.298
1174,81,False,2016-04-19 20:25:46.298
1175,74,True,2016-04-19 16:58:42.683
1176,81,False,2016-04-19 16:54:10.077
1177,74,True,2016-04-19 15:44:43.477
1178,81,False,2016-04-19 15:41:23.582
1179,79,True,2016-04-19 15:31:22.883
1180,81,False,2016-04-19 15:26:46.178
1181,78,True,2016-04-19 12:07:41.681
1182,82,False,2016-04-19 12:05:18.280
1183,81,True,2016-04-19 09:31:46.380
1184,83,False,2016-04-19 09:27:50.280
1185,74,True,2016-04-20 17:22:45.848
1186,81,False,2016-04-20 17:18:30.746
1187,74,True,2016-04-20 16:15:40.144
1188,81,False,2016-04-20 16:11:58.146
1189,74,True,2016-04-20 15:06:47.640
1190,82,False,2016-04-20 15:03:32.931
1191,74,True,2016-04-20 13:20:27.093
1192,81,False,2016-04-20 13:16:32.474
1193,75,True,2016-04-20 12:21:59.798
1194,82,False,2016-04-20 12:18:58.890
1195,75,True,2016-04-20 11:14:38.595
1196,81,False,2016-04-20 11:12:41.196
1197,81,True,2016-04-20 10:24:13.095
1198,83,False,2016-04-20 10:21:26.799
1199,73,True,2016-04-21 18:34:12.235
1200,81,False,2016-04-21 18:31:06.339
1201,74,True,2016-04-21 17:44:04.841
1202,81,False,2016-04-21 17:41:44.248
1203,73,True,2016-04-21 13:11:07.142
1204,82,False,2016-04-21 13:07:01.837
1205,74,True,2016-04-21 12:22:49.733
1206,81,False,2016-04-21 12:20:41.536
1207,73,True,2016-04-21 11:40:21.046
1208,81,False,2016-04-21 11:36:39.046
1209,74,True,2016-04-21 11:33:35.640
1210,81,False,2016-04-21 11:30:21.237
1211,75,True,2016-04-21 11:07:47.748
1212,81,False,2016-04-21 11:05:25.453
1213,74,True,2016-04-21 10:42:49.048
1214,81,False,2016-04-21 10:40:02.053
1215,75,True,2016-04-21 09:31:05.335
1216,82,False,2016-04-21 09:28:30.738
1217,83,True,2016-04-21 09:12:18.133
1218,84,False,2016-04-21 09:08:39.838
1219,74,True,2016-04-22 17:34:27.948
1220,81,False,2016-04-22 17:31:46.553
1221,75,True,2016-04-22 16:19:39.648
1222,81,False,2016-04-22 16:17:02.154
1223,74,True,2016-04-22 13:13:17.548
1224,81,False,2016-04-22 13:10:56.652
1225,74,True,2016-04-22 12:41:31.149
1226,81,False,2016-04-22 12:37:33.045
1227,74,True,2016-04-22 11:09:07.135
1228,81,False,2016-04-22 11:06:29.535
1229,74,True,2016-04-22 10:37:10.030
1230,81,False,2016-04-22 10:34:38.234
1231,74,True,2016-04-22 10:08:54.449
1232,82,False,2016-04-22 10:06:21.335
1233,75,True,2016-04-22 08:54:08.152
1234,83,False,2016-04-22 08:50:44.945
1235,74,True,2016-04-22 07:19:17.350
1236,82,False,2016-04-22 07:15:17.649
1237,74,True,2016-04-22 06:47:36.445
1238,82,False,2016-04-22 06:45:45.945
1239,84,True,2016-04-22 06:31:39.337
1240,84,False,2016-04-22 06:28:47.845
1241,78,True,2016-04-23 11:49:19.035
1242,82,False,2016-04-23 11:42:47.335
1243,79,True,2016-04-23 09:42:10.233
1244,82,False,2016-04-23 09:39:00.639
1245,84,True,2016-04-23 08:29:03.635
1246,84,False,2016-04-23 08:26:26.636
1247,75,True,2016-04-24 13:55:47.632
1248,83,False,2016-04-24 13:52:40.839
1249,82,True,2016-04-24 13:32:43.648
1250,83,False,2016-04-24 13:30:26.046
1251,79,True,2016-04-25 16:17:25.247
1252,84,False,2016-04-25 16:14:41.947
1253,76,True,2016-04-25 13:10:41.437
1254,82,False,2016-04-25 13:08:09.334
1255,76,True,2016-04-25 10:12:20.741
1256,83,False,2016-04-25 10:08:18.552
1257,83,True,2016-04-25 09:32:36.951
1258,86,False,2016-04-25 09:30:19.752
1259,80,True,2016-04-26 21:49:23.042
1260,85,False,2016-04-26 21:46:33.336
1261,79,True,2016-04-26 16:20:42.137
1262,86,False,2016-04-26 16:17:06.930
1263,75,True,2016-04-26 13:27:09.348
1264,85,False,2016-04-26 13:24:45.346
1265,75,True,2016-04-26 11:46:39.049
1266,82,False,2016-04-26 11:44:20.052
1267,75,True,2016-04-26 11:41:04.350
1268,83,False,2016-04-26 11:37:58.648
1269,153,False,2016-04-26 11:28:37.438
1270,156,False,2016-04-26 10:55:00.743
1271,81,True,2016-04-26 09:28:04.630
1272,87,False,2016-04-26 09:25:58.537
1273,86,True,2016-04-26 07:53:42.652
1274,88,False,2016-04-26 07:48:54.653
1275,74,True,2016-04-27 16:20:41.442
1276,83,False,2016-04-27 16:13:39.343
1277,74,True,2016-04-27 15:21:55.127
1278,84,False,2016-04-27 15:16:59.534
1279,74,True,2016-04-27 14:02:45.249
1280,83,False,2016-04-27 14:00:48.745
1281,75,True,2016-04-27 13:39:50.142
1282,84,False,2016-04-27 13:36:03.349
1283,75,True,2016-04-27 13:02:41.846
1284,84,False,2016-04-27 13:00:49.451
1285,75,True,2016-04-27 11:23:07.435
1286,85,False,2016-04-27 11:20:49.737
1287,76,True,2016-04-27 09:31:34.343
1288,83,False,2016-04-27 09:28:39.645
1289,77,True,2016-04-27 09:04:29.952
1290,84,False,2016-04-27 09:01:04.748
1291,82,True,2016-04-27 08:30:36.149
1292,86,False,2016-04-27 08:28:03.549
1293,76,True,2016-04-28 18:26:19.847
1294,82,False,2016-04-28 18:23:09.553
1295,74,True,2016-04-28 17:32:30.453
1296,82,False,2016-04-28 17:28:53.852
1297,78,True,2016-04-28 16:52:46.744
1298,82,False,2016-04-28 16:51:12.344
1299,73,True,2016-04-28 14:56:06.154
1300,81,False,2016-04-28 14:53:16.549
1301,74,True,2016-04-28 14:45:36.335
1302,81,False,2016-04-28 14:41:49.242
1303,74,True,2016-04-28 14:17:18.038
1304,81,False,2016-04-28 14:15:24.440
1305,74,True,2016-04-28 13:52:17.533
1306,81,False,2016-04-28 13:47:28.039
1307,74,True,2016-04-28 13:33:33.349
1308,82,False,2016-04-28 13:30:58.050
1309,74,True,2016-04-28 12:10:57.137
1310,82,False,2016-04-28 12:08:09.932
1311,75,True,2016-04-28 11:58:30.447
1312,82,False,2016-04-28 11:54:58.435
1313,75,True,2016-04-28 11:16:28.634
1314,83,False,2016-04-28 11:13:53.634
1315,76,True,2016-04-28 09:51:38.931
1316,82,False,2016-04-28 09:48:21.940
1317,79,True,2016-04-28 09:38:05.039
1318,84,False,2016-04-28 09:36:20.938
1319,85,True,2016-04-28 07:52:18.534
1320,87,False,2016-04-28 07:48:08.036
1321,75,True,2016-04-29 20:35:38.036
1322,82,False,2016-04-29 20:32:26.539
1323,80,True,2016-04-29 19:44:00.050
1324,83,False,2016-04-29 19:40:06.938
1325,75,True,2016-04-29 15:36:43.134
1326,82,False,2016-04-29 15:34:14.732
1327,78,True,2016-04-29 13:55:31.633
1328,82,False,2016-04-29 13:52:50.937
1329,74,True,2016-04-29 12:10:40.236
1330,82,False,2016-04-29 12:07:38.335
1331,75,True,2016-04-29 11:29:40.952
1332,82,False,2016-04-29 11:26:31.041
1333,75,True,2016-04-29 10:45:44.144
1334,40,False,2016-04-29 10:44:52.139
1335,19,True,2016-04-29 10:43:59.042
1336,82,False,2016-04-29 10:41:42.045
1337,75,True,2016-04-29 09:45:32.431
1338,82,False,2016-04-29 09:43:38.537
1339,75,True,2016-04-29 09:27:53.542
1340,83,False,2016-04-29 09:25:25.848
1341,82,True,2016-04-29 08:41:38.438
1342,84,False,2016-04-29 08:39:03.341
1343,78,True,2016-04-30 10:42:01.642
1344,82,False,2016-04-30 10:39:48.235
1345,82,True,2016-04-30 09:11:06.337
1346,83,False,2016-04-30 09:05:13.239
1347,74,True,2016-05-01 14:08:19.541
1348,81,False,2016-05-01 14:05:15.540
1349,75,True,2016-05-01 13:20:26.950
1350,81,False,2016-05-01 13:18:10.056
1351,75,True,2016-05-01 12:30:10.336
1352,82,False,2016-05-01 12:27:50.041
1353,78,True,2016-05-01 11:07:29.137
1354,83,False,2016-05-01 11:05:23.732
1355,84,True,2016-05-01 09:40:26.642
1356,84,False,2016-05-01 09:37:50.437
1357,74,True,2016-05-02 15:06:46.951
1358,81,False,2016-05-02 15:03:58.954
1359,74,True,2016-05-02 12:54:50.350
1360,80,False,2016-05-02 12:46:37.055
1361,74,True,2016-05-02 11:12:36.549
1362,81,False,2016-05-02 11:09:54.648
1363,74,True,2016-05-02 11:05:49.039
1364,81,False,2016-05-02 11:03:33.537
1365,81,True,2016-05-02 10:38:13.840
1366,82,False,2016-05-02 10:31:38.933
1367,77,True,2016-05-03 20:21:55.046
1368,81,False,2016-05-03 20:18:30.339
1369,73,True,2016-05-03 16:14:34.537
1370,81,False,2016-05-03 16:12:18.031
1371,73,True,2016-05-03 15:21:21.033
1372,81,False,2016-05-03 15:18:37.434
1373,73,True,2016-05-03 15:05:19.240
1374,81,False,2016-05-03 15:03:06.340
1375,73,True,2016-05-03 14:30:24.442
1376,81,False,2016-05-03 14:28:16.041
1377,74,True,2016-05-03 12:55:03.547
1378,81,False,2016-05-03 12:53:31.651
1379,74,True,2016-05-03 12:45:13.854
1380,82,False,2016-05-03 12:43:11.555
1381,74,True,2016-05-03 11:27:01.747
1382,82,False,2016-05-03 11:25:06.850
1383,74,True,2016-05-03 11:00:57.232
1384,82,False,2016-05-03 10:59:18.241
1385,74,True,2016-05-03 10:17:18.952
1386,82,False,2016-05-03 10:14:23.652
1387,74,True,2016-05-03 09:53:32.335
1388,82,False,2016-05-03 09:51:27.538
1389,75,True,2016-05-03 09:18:48.951
1390,82,False,2016-05-03 09:15:04.848
1391,78,True,2016-05-03 08:51:21.032
1392,83,False,2016-05-03 08:48:14.750
1393,83,True,2016-05-03 07:32:48.935
1394,84,False,2016-05-03 07:29:13.536
1395,78,True,2016-05-04 21:05:30.747
1396,81,False,2016-05-04 21:03:58.051
1397,74,True,2016-05-04 15:35:20.354
1398,81,False,2016-05-04 15:33:06.443
1399,75,True,2016-05-04 15:11:56.837
1400,81,False,2016-05-04 15:08:55.535
1401,74,True,2016-05-04 11:56:47.152
1402,80,False,2016-05-04 11:54:20.044
1403,75,True,2016-05-04 11:18:23.735
1404,81,False,2016-05-04 11:15:35.041
1405,80,True,2016-05-04 10:53:26.849
1406,81,False,2016-05-04 10:50:06.431
1407,74,True,2016-05-05 16:11:38.834
1408,81,False,2016-05-05 16:09:40.237
1409,74,True,2016-05-05 15:59:10.638
1410,81,False,2016-05-05 15:57:17.730
1411,74,True,2016-05-05 13:26:44.137
1412,81,False,2016-05-05 13:24:28.535
1413,74,True,2016-05-05 12:41:48.934
1414,81,False,2016-05-05 12:39:01.434
1415,74,True,2016-05-05 10:34:23.345
1416,81,False,2016-05-05 10:31:44.549
1417,74,True,2016-05-05 09:44:18.139
1418,81,False,2016-05-05 09:41:50.036
1419,74,True,2016-05-05 09:17:06.038
1420,81,False,2016-05-05 09:12:18.630
1421,75,True,2016-05-05 08:31:05.553
1422,82,False,2016-05-05 08:27:52.850
1423,83,True,2016-05-05 08:13:12.840
1424,83,False,2016-05-05 08:10:32.032
1425,73,True,2016-05-06 20:59:50.631
1426,82,False,2016-05-06 20:57:54.942
1427,73,True,2016-05-06 15:54:43.531
1428,82,False,2016-05-06 15:49:16.936
1429,73,True,2016-05-06 14:30:32.231
1430,81,False,2016-05-06 14:28:00.940
1431,73,True,2016-05-06 14:12:37.340
1432,81,False,2016-05-06 14:08:51.640
1433,73,True,2016-05-06 13:22:21.443
1434,80,False,2016-05-06 13:20:00.235
1435,74,True,2016-05-06 12:30:41.554
1436,80,False,2016-05-06 12:26:14.035
1437,74,True,2016-05-06 11:29:00.055
1438,81,False,2016-05-06 11:26:39.433
1439,79,True,2016-05-06 10:20:10.935
1440,81,False,2016-05-06 10:17:15.842
1441,74,True,2016-05-07 14:18:56.953
1442,81,False,2016-05-07 14:16:08.653
1443,73,True,2016-05-07 12:55:53.048
1444,80,False,2016-05-07 12:53:07.046
1445,73,True,2016-05-07 10:58:14.038
1446,81,False,2016-05-07 10:54:57.932
1447,74,True,2016-05-07 10:23:58.834
1448,80,False,2016-05-07 10:20:41.238
1449,75,True,2016-05-07 09:47:48.540
1450,80,False,2016-05-07 09:45:57.139
1451,83,True,2016-05-07 07:57:41.055
1452,82,False,2016-05-07 07:51:30.734
1453,73,True,2016-05-08 14:35:48.337
1454,81,False,2016-05-08 14:32:19.336
1455,73,True,2016-05-08 13:47:29.149
1456,81,False,2016-05-08 13:43:45.940
1457,73,True,2016-05-08 11:21:01.049
1458,80,False,2016-05-08 11:18:40.256
1459,78,True,2016-05-08 10:37:38.454
